Names,inchikey,smiles
2-linoleoylglycerol (18:2),IEPGNWMPIFDNSD-HZJYTTRNSA-N,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC(CO)CO
isocitric lactone,UKZDIMBDWHZXOK-UHFFFAOYSA-N,C1C(C(OC1=O)C(=O)O)C(=O)O
indoleacetate,SEOVTRFCIGRIMH-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)CC(=O)O
kynurenate,HCZHHEIFKROPDY-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O
formononetin,HKQYGTCOTHHOMP-UHFFFAOYSA-N,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O
kaempferol,IYRMWMYZSQPJKC-UHFFFAOYSA-N,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
1-methylnicotinamide,LDHMAVIPBRSVRG-UHFFFAOYSA-O,C[N+]1=CC=CC(=C1)C(=O)N
N-methyltaurine,SUZRRICLUFMAQD-UHFFFAOYSA-N,CNCCS(=O)(=O)O
beta-cryptoxanthin,DMASLKHVQRHNES-QQGJMDNJSA-N,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C2=C(CC(CC2(C)C)O)C)/C)/C
"glutamate, gamma-methyl ester",ZGEYCCHDTIDZAE-BYPYZUCNSA-N,COC(=O)CC[C@@H](C(=O)O)N
hydrochlorothiazide,JZUFKLXOESDKRF-UHFFFAOYSA-N,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
1-linoleoyl-GPE (18:2)*,DBHKHNGBVGWQJE-USWSLJGRSA-N,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O
3-methyl-2-oxovalerate,JVQYSWDUAOAHFM-UHFFFAOYSA-N,CCC(C)C(=O)C(=O)O
12-ketolithocholate,CVNYHSDFZXHMMJ-VPUMZWJWSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(C(=O)C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C
steviol,QFVOYBUQQBFCRH-VQSWZGCSSA-N,C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O)(C)C(=O)O
ornithine,AHLPHDHHMVZTML-BYPYZUCNSA-N,C(C[C@@H](C(=O)O)N)CN
methylphosphate,CAAULPUQFIIOTL-UHFFFAOYSA-N,COP(=O)(O)O
xanthine,LRFVTYWOQMYALW-UHFFFAOYSA-N,C1=NC2=C(N1)C(=O)NC(=O)N2
7-ketocholesterol,YIKKMWSQVKJCOP-ABXCMAEBSA-N,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C(=O)C=C4[C@@]3(CC[C@@H](C4)O)C)C
lysine,KDXKERNSBIXSRK-YFKPBYRVSA-N,C(CCN)C[C@@H](C(=O)O)N
phenylalanine,COLNVLDHVKWLRT-QMMMGPOBSA-N,C1=CC=C(C=C1)C[C@@H](C(=O)O)N
glycerate,RBNPOMFGQQGHHO-UHFFFAOYSA-N,C(C(C(=O)O)O)O
succinate,KDYFGRWQOYBRFD-UHFFFAOYSA-N,C(CC(=O)O)C(=O)O
2-arachidonoylglycerol (20:4),RCRCTBLIHCHWDZ-DOFZRALJSA-N,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC(CO)CO
1-myristoylglycerol (14:0),DCBSHORRWZKAKO-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OCC(CO)O
phenylacetylglutamine,JFLIEFSWGNOPJJ-JTQLQIEISA-N,C1=CC=C(C=C1)CC(=O)N[C@@H](CCC(=O)N)C(=O)O
vanillate,WKOLLVMJNQIZCI-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C(=O)O)O
stachydrine,CMUNUTVVOOHQPW-LURJTMIESA-N,C[N+]1(CCC[C@H]1C(=O)[O-])C
mevalonate,KJTLQQUUPVSXIM-ZCFIWIBFSA-N,C[C@@](CCO)(CC(=O)O)O
1-stearoyl-GPE (18:0),BBYWOYAFBUOUFP-JOCHJYFZSA-N,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O
N-monomethylarginine,NTNWOCRCBQPEKQ-YFKPBYRVSA-N,CN=C(N)NCCC[C@@H](C(=O)O)N
myristoleate (14:1n5),YWWVWXASSLXJHU-WAYWQWQTSA-N,CCCC/C=C\CCCCCCCC(=O)O
piperidine,NQRYJNQNLNOLGT-UHFFFAOYSA-N,C1CCNCC1
8-methoxykynurenate,BXZSKDOPGDPDEG-UHFFFAOYSA-N,COC1=CC=CC2=C1NC(=CC2=O)C(=O)O
catechin,PFTAWBLQPZVEMU-DZGCQCFKSA-N,C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
imidazole propionate,ZCKYOWGFRHAZIQ-UHFFFAOYSA-N,C1=C(NC=N1)CCC(=O)O
5-methylthioadenosine (MTA),WUUGFSXJNOTRMR-IOSLPCCCSA-N,CSC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O
homostachydrine*,XULZWQRXYTVUTE-ZETCQYMHSA-N,C[N+]1(CCCC[C@H]1C(=O)[O-])C
leucylglutamine*,JYOAXOMPIXKMKK-UHFFFAOYSA-N,CC(C)CC(C(=O)NC(CCC(=O)N)C(=O)O)N
alanylleucine,RDIKFPRVLJLMER-UHFFFAOYSA-N,CC(C)CC(C(=O)O)NC(=O)C(C)N
1-oleoyl-GPC (18:1),YAMUFBLWGFFICM-PTGWMXDISA-N,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O
"3,5-dihydroxyphenylpropionate",ITPFIKQWNDGDLG-UHFFFAOYSA-N,C1=C(C=C(C=C1O)O)CCC(=O)O
2-acetamidophenol sulfate,JCVGTUVGDOWZJE-UHFFFAOYSA-N,CC(=O)NC1=CC=CC=C1OS(=O)(=O)O
rutin,IKGXIBQEEMLURG-NVPNHPEKSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O
3-hydroxyhexanoate,HPMGFDVTYHWBAG-UHFFFAOYSA-N,CCCC(CC(=O)O)O
glycylleucine,DKEXFJVMVGETOO-LURJTMIESA-N,CC(C)C[C@@H](C(=O)O)NC(=O)CN
glucose,WQZGKKKJIJFFOK-GASJEMHNSA-N,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O
inosine,UGQMRVRMYYASKQ-KQYNXXCUSA-N,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
glycerophosphorylcholine (GPC),SUHOQUVVVLNYQR-QMMMGPOBSA-N,C[N+](C)(C)CCOP(=O)([O-])OC[C@H](CO)O
3-hydroxymargaroylglycine,IEWHONSDBIATGX-UHFFFAOYSA-N,CCCCCCCCCCCCCCC(CC(=O)NCC(=O)O)O
homocitrulline,XIGSAGMEBXLVJJ-YFKPBYRVSA-N,C(CCNC(=O)N)C[C@@H](C(=O)O)N
gamma-tocotrienol,OTXNTMVVOOBZCV-WAZJVIJMSA-N,CC1=C(C=C2CC[C@@](OC2=C1C)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O
delta-tocopherol,GZIFEOYASATJEH-VHFRWLAGSA-N,CC1=CC(=CC2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O
catechol,YCIMNLLNPGFGHC-UHFFFAOYSA-N,C1=CC=C(C(=C1)O)O
sedoheptulose,HSNZZMHEPUFJNZ-SHUUEZRQSA-N,C([C@H]([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O)O
docosapentaenoate (n6 DPA; 22:5n6),AVKOENOBFIYBSA-WMPRHZDHSA-N,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O
indolepropionate,GOLXRNDWAUTYKT-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)CCC(=O)O
3-methyl-2-oxobutyrate,QHKABHOOEWYVLI-UHFFFAOYSA-N,CC(C)C(=O)C(=O)O
metoprolol,IUBSYMUCCVWXPE-UHFFFAOYSA-N,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
hesperidin,QUQPHWDTPGMPEX-QJBIFVCTSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O
gamma-glutamyl-epsilon-lysine,JPKNLFVGUZRHOB-YUMQZZPRSA-N,C(CCNC(=O)CC[C@@H](C(=O)[O-])[NH3+])C[C@@H](C(=O)[O-])[NH3+]
solanidine,JVKYZPBMZPJNAJ-OQFNDJACSA-N,C[C@H]1CC[C@@H]2[C@H]([C@H]3[C@@H](N2C1)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O)C)C)C
quercitrin,OXGUCUVFOIWWQJ-HQBVPOQASA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O
N-acetyl-beta-alanine,LJLLAWRMBZNPMO-UHFFFAOYSA-N,CC(=O)NCCC(=O)O
4-imidazoleacetate,PRJKNHOMHKJCEJ-UHFFFAOYSA-N,C1=C(NC=N1)CC(=O)O
ascorbic acid 3-sulfate*,FBFZPSQPKNIVMT-ZAFYKAAXSA-N,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)OS(=O)(=O)O)O)O
1-methyladenosine,GFYLSDSUCHVORB-IOSLPCCCSA-N,CN1C=NC2=C(C1=N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
3-dehydroshikimate,SLWWJZMPHJJOPH-UHFFFAOYSA-N,C1C(C(C(=O)C=C1C(=O)O)O)O
N-desmethyl tramadol,VUMQHLSPUAFKKK-DZGCQCFKSA-N,CNC[C@@H]1CCCC[C@]1(C2=CC(=CC=C2)OC)O
dexpanthenol,SNPLKNRPJHDVJA-UHFFFAOYSA-N,CC(C)(CO)C(C(=O)NCCCO)O
androsterone sulfate,ZMITXKRGXGRMKS-HLUDHZFRSA-N,C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)OS(=O)(=O)O
ferulate,KSEBMYQBYZTDHS-HWKANZROSA-N,COC1=C(C=CC(=C1)/C=C/C(=O)O)O
N-acetylglutamine,KSMRODHGGIIXDV-YFKPBYRVSA-N,CC(=O)N[C@@H](CCC(=O)N)C(=O)O
vanillic acid glycine,LOODYTDRRBLQNH-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C(=O)NCC(=O)O)O
6-hydroxynicotinate,BLHCMGRVFXRYRN-UHFFFAOYSA-N,C1=CC(=O)NC=C1C(=O)O
diosmetin,MBNGWHIJMBWFHU-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
N-acetyl-aspartyl-glutamate (NAAG),OPVPGKGADVGKTG-UHFFFAOYSA-N,CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O
2'-deoxyguanosine 5'-monophosphate (dGMP),LTFMZDNNPPEQNG-KVQBGUIXSA-N,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)O)O
7-ketodeoxycholate,RHCPKKNRWFXMAT-RRWYKFPJSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2C(=O)C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
4-hydroxyglutamate,HBDWQSHEVMSFGY-SCQFTWEKSA-N,C([C@@H](C(=O)O)N)C(C(=O)O)O
phenylacetylglycine,UTYVDVLMYQPLQB-UHFFFAOYSA-N,C1=CC=C(C=C1)CC(=O)NCC(=O)O
1-oleoylglycerol (18:1),RZRNAYUHWVFMIP-KTKRTIGZSA-N,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CO)O
hyocholate,DKPMWHFRUGMUKF-KWXDGCAGSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
6-oxolithocholate,JWZBXKZZDYMDCJ-IJPFKRJSSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC(=O)[C@H]4[C@@]3(CC[C@H](C4)O)C)C
N-acetylputrescine,KLZGKIDSEJWEDW-UHFFFAOYSA-N,CC(=O)NCCCCN
N-acetylaspartate (NAA),OTCCIMWXFLJLIA-BYPYZUCNSA-N,CC(=O)N[C@@H](CC(=O)O)C(=O)O
desmethylcitalopram*,PTJADDMMFYXMMG-UHFFFAOYSA-N,CNCCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
oleoylcarnitine (C18:1),IPOLTUVFXFHAHI-SEYXRHQNSA-N,CCCCCCCC/C=C\CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
beta-citrylglutamate,GAQNUGISBQJMKO-YFKPBYRVSA-J,C(CC(=O)[O-])[C@@H](C(=O)[O-])NC(=O)C(CC(=O)[O-])(CC(=O)[O-])O
sucralose,BAQAVOSOZGMPRM-QBMZZYIRSA-N,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)CCl)O)O)Cl)O
methylurea,XGEGHDBEHXKFPX-UHFFFAOYSA-N,CNC(=O)N
3-amino-2-piperidone,YCCMTCQQDULIFE-UHFFFAOYSA-N,C1CC(C(=O)NC1)N
"bilirubin (E,Z or Z,E)*",BPYKTIZUTYGOLE-VVCLLGATSA-N,CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)/C=C/3\C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/C=C\4/C(=C(C(=O)N4)C=C)C
N-acetylmuramate,MNLRQHMNZILYPY-MKFCKLDKSA-N,C[C@H](C(=O)O)O[C@H]1[C@@H]([C@H](OC([C@@H]1NC(=O)C)O)CO)O
hexanoylcarnitine (C6),VVPRQWTYSNDTEA-UHFFFAOYSA-N,CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
3-aminoisobutyrate,QCHPKSFMDHPSNR-UHFFFAOYSA-N,CC(CN)C(=O)O
genistein,TZBJGXHYKVUXJN-UHFFFAOYSA-N,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
allo-threonine,AYFVYJQAPQTCCC-HRFVKAFMSA-N,C[C@@H]([C@@H](C(=O)O)N)O
N-acetylasparagine,HXFOXFJUNFFYMO-BYPYZUCNSA-N,CC(=O)N[C@@H](CC(=O)N)C(=O)O
kynurenine,YGPSJZOEDVAXAB-QMMMGPOBSA-N,C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)O)N)N
vancomycin,MYPYJXKWCTUITO-LYRMYLQWSA-N,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O
adrenate (22:4n6),TWSWSIQAPQLDBP-DOFZRALJSA-N,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O
1-methylhypoxanthine,KIQMCGMHGVXDFW-UHFFFAOYSA-N,CN1C=NC2=C(C1=O)NC=N2
S-methylmethionine,YDBYJHTYSHBBAU-UHFFFAOYSA-O,C[S+](C)CCC(C(=O)O)N
N-acetylpyrraline,CMFWLOPIOWBYCM-UHFFFAOYSA-N,CC(=O)N1CCC=C1
2-hydroxydecanoate,GHPVDCPCKSNJDR-UHFFFAOYSA-N,CCCCCCCCC(C(=O)O)O
palmitoylcarnitine (C16),XOMRRQXKHMYMOC-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),WMCQWXZMVIETAO-UHFFFAOYSA-N,CCCC1=C(C(=C(O1)CCC(=O)O)C(=O)O)C
tenofovir,SGOIRFVFHAKUTI-ZCFIWIBFSA-N,C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O
tryptophan betaine,AOHCBEAZXHZMOR-ZDUSSCGKSA-N,C[N+](C)(C)[C@@H](CC1=CNC2=CC=CC=C21)C(=O)[O-]
3-hydroxyoctanoate,NDPLAKGOSZHTPH-UHFFFAOYSA-N,CCCCCC(CC(=O)O)O
glycerophosphoserine*,ZWZWYGMENQVNFU-AKGZTFGVSA-N,C([C@@H](C(=O)O)N)OP(=O)(O)OCC(CO)O
alpha-hydroxymetoprolol,OFRYBPCSEMMZHR-UHFFFAOYSA-N,CC(C)NCC(COC1=CC=C(C=C1)C(COC)O)O
mannonate*,RGHNJXZEOKUKBD-MBMOQRBOSA-N,C([C@H]([C@H]([C@@H]([C@@H](C(=O)O)O)O)O)O)O
3-ureidopropionate,JSJWCHRYRHKBBW-UHFFFAOYSA-N,C(CNC(=O)N)C(=O)O
ferulic acid 4-sulfate,PZPATWACAAOHTJ-HWKANZROSA-N,COC1=C(C=CC(=C1)/C=C/C(=O)O)OS(=O)(=O)O
ranitidine N-oxide*,DFJVUWAHTQPQCV-MDWZMJQESA-N,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)C[N+](C)(C)[O-]
gamma-glutamyl-alpha-lysine,LNLLNTMHVMIMOG-YUMQZZPRSA-N,C(CCN)C[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N
N-propionylalanine,INPGLFHHFHOGRM-UHFFFAOYSA-N,CCC(=O)NC(C)C(=O)O
alpha-tocopherol,GVJHHUAWPYXKBD-IEOSBIPESA-N,CC1=C(C2=C(CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=C1O)C)C
glycolithocholate sulfate*,FHXBAFXQVZOILS-OETIFKLTSA-N,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)C
glycoursodeoxycholate,GHCZAUBVMUEKKP-XROMFQGDSA-N,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
3-methylglutaconate,WKRBKYFIJPGYQC-DUXPYHPUSA-N,C/C(=C\C(=O)O)/CC(=O)O
N2-acetyllysine,VEYYWZRYIYDQJM-ZETCQYMHSA-N,CC(=O)N[C@@H](CCCCN)C(=O)O
N-formylanthranilic acid,LLLPDUXGHXIXIW-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)O)NC=O
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),PSVRFUPOQYJOOZ-QNPWAGBNSA-N,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC
"androstenediol (3beta,17beta) disulfate (1)",UWPTUYJASNIIJM-LOVVWNRFSA-N,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OS(=O)(=O)O)CCC4=C[C@H](CC[C@]34C)OS(=O)(=O)O
(3'-5')-uridylyluridine,KXSPLNAXPMVUEC-NCOIDOBVSA-N,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O[C@@H]3[C@H](O[C@H]([C@@H]3O)N4C=CC(=O)NC4=O)CO)O)O
phenylalanylglycine,GLUBLISJVJFHQS-UHFFFAOYSA-N,C1=CC=C(C=C1)CC(C(=O)NCC(=O)O)N
adenine,GFFGJBXGBJISGV-UHFFFAOYSA-N,C1=NC2=NC=NC(=C2N1)N
taurocholate,WBWWGRHZICKQGZ-HZAMXZRMSA-N,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
3-hydroxyquinine,BSRUJCFCZKMFMB-ZNYHDOEXSA-N,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@H]4CCN3C[C@@]4(C=C)O)O
quinolinate,GJAWHXHKYYXBSV-UHFFFAOYSA-N,C1=CC(=C(N=C1)C(=O)O)C(=O)O
5-dodecenoate (12:1n7),IJBFSOLHRKELLR-FPLPWBNLSA-N,CCCCCC/C=C\CCCC(=O)O
epiandrosterone sulfate,ZMITXKRGXGRMKS-LUJOEAJASA-N,C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)OS(=O)(=O)O
palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*,SVXWJFFKLMLOHO-YAIZGCQRSA-N,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC
4-hydroxycinnamate,NGSWKAQJJWESNS-ZZXKWVIFSA-N,C1=CC(=CC=C1/C=C/C(=O)O)O
phenylalanylalanine,MIDZLCFIAINOQN-WPRPVWTQSA-N,C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=CC=C1)N
galactitol (dulcitol),FBPFZTCFMRRESA-GUCUJZIJSA-N,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O
adipate,WNLRTRBMVRJNCN-UHFFFAOYSA-N,C(CCC(=O)O)CC(=O)O
2-aminophenol sulfate,VSTZVCJQGSLNLL-UHFFFAOYSA-N,C1=CC=C(C(=C1)N)OS(=O)(=O)O
"1,2-dilinoleoyl-galactosylglycerol (18:2/18:2)*",BROOMPUVDPTGEG-JLHGMIPQSA-N,CCCCC/C=C/C/C=C/CCCCCCCC(=O)OCC(CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)OC(=O)CCCCCCC/C=C/C/C=C/CCCCC
sebacate (C10-DC),CXMXRPHRNRROMY-UHFFFAOYSA-N,C(CCCCC(=O)O)CCCC(=O)O
gamma-glutamylvaline,AQAKHZVPOOGUCK-XPUUQOCRSA-N,CC(C)[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N
N-delta-acetylornithine,SRXKAYJJGAAOBP-UHFFFAOYSA-N,CC(=O)NCCCC(C(=O)O)N
2-keto-3-deoxy-gluconate,WPAMZTWLKIDIOP-WVZVXSGGSA-N,C([C@@H]([C@@H](CO)O)O)C(=O)C(=O)O
tamsulosin,DRHKJLXJIQTDTD-OAHLLOKOSA-N,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N
suberate (C8-DC),TYFQFVWCELRYAO-UHFFFAOYSA-N,C(CCCC(=O)O)CCC(=O)O
S-methylcysteine sulfoxide,ZZLHPCSGGOGHFW-UHFFFAOYSA-N,CS(=O)CC(C(=O)O)N
1-linoleoylglycerol (18:2),WECGLUPZRHILCT-HZJYTTRNSA-N,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(CO)O
palmitoyl dihydrosphingomyelin (d18:0/16:0)*,QHZIGNLCLJPLCU-QPPIDDCLSA-N,CCCCCCCCCCCCCCC[C@H]([C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCC)O
(R)-salsolinol,IBRKLUSXDYATLG-UHFFFAOYSA-N,CC1C2=CC(=C(C=C2CCN1)O)O
2-hydroxyacetaminophen sulfate*,HRLQZTOIKWEZBN-UHFFFAOYSA-N,CC(=O)NC1=C(C=C(C=C1)OS(=O)(=O)O)O
ranitidine,VMXUWOKSQNHOCA-UKTHLTGXSA-N,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C
"1,7-dimethylurate",NOFNCLGCUJJPKU-UHFFFAOYSA-N,CN1C2=C(NC1=O)NC(=O)N(C2=O)C
allantoin,POJWUDADGALRAB-UHFFFAOYSA-N,C1(C(=O)NC(=O)N1)NC(=O)N
gulonate*,RGHNJXZEOKUKBD-KKQCNMDGSA-N,C([C@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O)O
N-acetylcitrulline,WMQMIOYQXNRROC-LURJTMIESA-N,CC(=O)N[C@@H](CCCNC(=O)N)C(=O)O
N-acetylcarnosine,BKAYIFDRRZZKNF-VIFPVBQESA-N,CC(=O)NCCC(=O)N[C@@H](CC1=CN=CN1)C(=O)O
methylsuccinate,WXUAQHNMJWJLTG-UHFFFAOYSA-N,CC(CC(=O)O)C(=O)O
alpha-ketoglutaramate*,COJBGNAUUSNXHX-UHFFFAOYSA-N,C(CC(=O)N)C(=O)C(=O)O
1-myristoyl-2-palmitoyl-GPC (14:0/16:0),RFVFQQWKPSOBED-PSXMRANNSA-N,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C
N-acetyltyrosine,CAHKINHBCWCHCF-JTQLQIEISA-N,CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O
citalopram propionate*,JSYNRZJODZWUKX-UHFFFAOYSA-N,C1C2=C(C=CC(=C2)C#N)C(O1)(CCC(=O)O)C3=CC=C(C=C3)F
21-hydroxypregnanolone monosulfate (1),YNTXPDSHGMGJJG-WPWXJNKXSA-N,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)COS(=O)(=O)O)CC=C4[C@@]3(CC[C@@H](C4)O)C
3-methylurate*,ODCYDGXXCHTFIR-UHFFFAOYSA-N,CN1C2=C(C(=O)NC1=O)NC(=O)N2
hydroxyproline,PMMYEEVYMWASQN-DMTCNVIQSA-N,C1[C@H](CN[C@@H]1C(=O)O)O
cysteine,XUJNEKJLAYXESH-REOHCLBHSA-N,C([C@@H](C(=O)O)N)S
2-aminoadipate,OYIFNHCXNCRBQI-UHFFFAOYSA-N,C(CC(C(=O)O)N)CC(=O)O
N-methylhydroxyproline,FMIPNAUMSPFTHK-WHFBIAKZSA-N,CN1C[C@H](C[C@H]1C(=O)O)O
3-hydroxyhippurate,XDOFWFNMYJRHEW-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)C(=O)NCC(=O)O
palmitoyl sphingomyelin (d18:1/16:0),RWKUXQNLWDTSLO-GWQJGLRPSA-N,CCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCCCCCCC)O
