BIOCHEMICAL,PATHWAY_SORTORDER,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB
5-methylhexanoate (i7:0),1579,Lipid,"Fatty Acid, Branched",62745,LC/MS Neg,100020838,3542,129.0921,12344,,,HMDB31595
5-methylnorleucine,355,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",43546,LC/MS Pos Early,100004549,3116,146.1176,94817,31872-98-7,,
5-methylthioadenosine (MTA),524,Amino Acid,Polyamine Metabolism,1419,LC/MS Pos Early,212,2752,298.0968,439176,2457-80-9,C00170,HMDB01173
5-methylthioribose,415,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",62100,LC/MS Pos Early,100002103,790,181.0529,494,23656-67-9,,HMDB01087
5-methyluridine (ribothymidine),4130,Nucleotide,"Pyrimidine Metabolism, Uracil containing",35136,LC/MS Neg,100001446,1778.1,257.0779,445408,1463-10-1,,HMDB00884
5-oxoproline,547,Amino Acid,Glutathione Metabolism,1494,LC/MS Neg,1021,738.5,128.0353,7405,98-79-3,C01879,HMDB00267
"5alpha-androstan-3alpha,17alpha-diol disulfate",3269,Lipid,Androgenic Steroids,37182,LC/MS Neg,100002007,4547,225.0697,,,,
"5alpha-androstan-3alpha,17beta-diol disulfate",3290,Lipid,Androgenic Steroids,37184,LC/MS Neg,100002017,4275,225.0697,,,,
"5alpha-androstan-3alpha,17beta-diol monosulfate (1)",3288,Lipid,Androgenic Steroids,37186,LC/MS Neg,100002018,4925,371.1898,,,,
"5alpha-androstan-3beta,17alpha-diol disulfate",3299,Lipid,Androgenic Steroids,37187,LC/MS Neg,100002021,4215,225.0697,,,,
"5alpha-androstan-3beta,17alpha-diol monosulfate (1)",3297,Lipid,Androgenic Steroids,37188,LC/MS Neg,100002022,4806,371.1898,,,,
"5alpha-androstan-3beta,17beta-diol disulfate",3296,Lipid,Androgenic Steroids,37190,LC/MS Neg,100001987,3880,225.0697,242332,571-20-0,C12525,HMDB00493
"5alpha-androstan-3beta,17beta-diol monosulfate (1)",3294,Lipid,Androgenic Steroids,37191,LC/MS Neg,100002023,4635,371.1898,,,,
"5alpha-androstan-3beta,17beta-diol monosulfate (2)",3295,Lipid,Androgenic Steroids,37192,LC/MS Neg,100002024,4685,371.1898,,,,
"5alpha-pregnan-3beta,20alpha-diol disulfate",3190,Lipid,Progestin Steroids,37198,LC/MS Neg,100001988,3962,239.0853,,,,
"5alpha-pregnan-3beta,20alpha-diol monosulfate (1)",3183,Lipid,Progestin Steroids,37199,LC/MS Neg,100002013,4928,399.2211,,,,
"5alpha-pregnan-3beta,20alpha-diol monosulfate (2)",3184,Lipid,Progestin Steroids,37200,LC/MS Neg,100002014,5060,399.2211,,,,
"5alpha-pregnan-3beta,20beta-diol monosulfate (1)",3181,Lipid,Progestin Steroids,37196,LC/MS Neg,100002009,5180,399.2211,,,,
5alpha-pregnan-diol disulfate,3191,Lipid,Progestin Steroids,46172,LC/MS Neg,100002015,4310,239.0853,5127902,,,
6'-sialyllactose,1273,Carbohydrate,Disaccharides and Oligosaccharides,39795,LC/MS Polar,100003132,4064,632.2044,643987,35890-39-2,G00265,HMDB06569
6-hydroxyindole sulfate,5957,Xenobiotics,Chemical,48698,LC/MS Neg,100006260,2498,212.0023,122198196,,,
6-hydroxynicotinate,4220,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,27680,LC/MS Polar,100000809,2000,138.0197,72924,5006-66-6,C01020,HMDB02658
6-oxolithocholate,3430,Lipid,Secondary Bile Acid Metabolism,46336,LC/MS Neg,100001068,5033,389.2697,164960,2393-61-5,,
6-oxopiperidine-2-carboxylate,130,Amino Acid,Lysine Metabolism,43231,LC/MS Neg,100004499,965,142.051,3014237,34622-39-4,,HMDB61705
"7,12-diketolithocholate",3428,Lipid,Secondary Bile Acid Metabolism,31906,LC/MS Neg,100001070,4215,403.249,3080560,517-33-9,,
7-ketocholesterol,3121,Lipid,Sterol,34188,LC/MS Pos Late,100001100,2413,383.3309,91474,566-28-9,,HMDB00501
7-ketodeoxycholate,3444,Lipid,Secondary Bile Acid Metabolism,31904,LC/MS Neg,100001063,4821,405.2646,188292,911-40-0,,HMDB00391
7-ketolithocholate,3431,Lipid,Secondary Bile Acid Metabolism,43830,LC/MS Neg,100001069,5082,389.2697,444262,4651-67-6,,HMDB00467
7-methylguanine,4092,Nucleotide,"Purine Metabolism, Guanine containing",35114,LC/MS Pos Early,100001456,2175,166.0723,11361,578-76-7,C02242,HMDB00897
7-methylurate,4484,Xenobiotics,Xanthine Metabolism,39598,LC/MS Polar,100002241,1930,181.0367,69160,612-37-3,C16355,HMDB11107
7-methylxanthine,4491,Xenobiotics,Xanthine Metabolism,34390,LC/MS Pos Early,100001396,1350,167.0564,68374,552-62-5,C16353,HMDB01991
8-hydroxyguanine,4102,Nucleotide,"Purine Metabolism, Guanine containing",38672,LC/MS Pos Early,100002744,951,168.0516,65154,5614-64-2,C20155,HMDB02032
8-hydroxyoctanoate,1941,Lipid,"Fatty Acid, Monohydroxy",21239,LC/MS Neg,100000956,2300,159.1027,69820,764-89-6,,HMDB61914
8-methoxykynurenate,268,Amino Acid,Tryptophan Metabolism,62955,LC/MS Neg,100020360,2863,218.0459,76230,2929-14-8,C05830,HMDB60426
"9,10-DiHOME",1971,Lipid,"Fatty Acid, Dihydroxy",38399,LC/MS Neg,179,5180,313.2384,9966640,263399-34-4,C14828,HMDB04704
"9,10-DiHOME sulfate",1972,Lipid,"Fatty Acid, Dihydroxy",63605,LC/MS Neg,100020597,4565,393.1952,,,,
acesulfame,4905,Xenobiotics,Food Component/Plant,48569,LC/MS Polar,100006203,756,161.9867,36573,55589-62-3,,HMDB33585
acetylagmatine,503,Amino Acid,Polyamine Metabolism,62698,LC/MS Pos Early,100005945,2514,173.1397,439661,3031-89-8,C02131,
acetylcarnitine (C2),1786,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",32198,LC/MS Pos Early,100000802,2282,204.123,1,5080-50-2,C02571,HMDB00201
acisoga,519,Amino Acid,Polyamine Metabolism,43258,LC/MS Pos Early,100004541,1813,185.1285,129397,106692-36-8,,
aconitate [cis or trans],1395,Energy,TCA Cycle,46173,LC/MS Neg,100001359,580,173.0092,,,,
adenine,4053,Nucleotide,"Purine Metabolism, Adenine containing",554,LC/MS Pos Early,880,2221,136.0618,190,73-24-5,C00147,HMDB00034
adenosine,4052,Nucleotide,"Purine Metabolism, Adenine containing",555,LC/MS Pos Early,798,2169,268.104,60961,58-61-7,C00212,HMDB00050
adipate,1616,Lipid,"Fatty Acid, Dicarboxylate",21134,LC/MS Polar,100000863,3000,145.0506,196,124-04-9,C06104,HMDB00448
adipoylcarnitine (C6-DC),1846,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",52988,LC/MS Pos Early,100006614,2570,290.1598,71296139,,,HMDB61677
adrenate (22:4n6),1526,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),32980,LC/MS Neg,100001193,5678,331.2643,5497181,2091-25-0,C16527,HMDB02226
agmatine,502,Amino Acid,Polyamine Metabolism,15496,LC/MS Pos Early,100000103,3057,131.1291,199,2482-00-0,C00179,HMDB01432
alanine,29,Amino Acid,Alanine and Aspartate Metabolism,1126,LC/MS Pos Early,811,1700,90.055,5950,56-41-7,C00041,HMDB00161
alanyl-glutamyl-meso-diaminopimelate,1025,Peptide,Polypeptide,53165,LC/MS Pos Early,100008987,2776,391.1823,826,,,
alanylleucine,630,Peptide,Dipeptide,37093,LC/MS Pos Early,100001890,3055,203.139,259583,1638-60-4,,HMDB28691
allantoin,4039,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",1107,LC/MS Polar,1002,1672,157.0367,204,97-59-6,C02350,HMDB00462
allo-threonine,19,Amino Acid,"Glycine, Serine and Threonine Metabolism",15142,LC/MS Polar,100000272,2511.1,118.051,99289,28954-12-3,C05519,HMDB04041
alpha-CEHC sulfate,4268,Cofactors and Vitamins,Tocopherol Metabolism,47666,LC/MS Neg,100005972,3090,357.1013,,,,
alpha-hydroxyisocaproate,322,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",22132,LC/MS Neg,100000706,1840,131.0714,83697,10303-64-7,C03264,HMDB00746
alpha-hydroxyisovalerate,392,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",46537,LC/MS Polar,100001300,1052,117.0557,99823,600-37-3,,HMDB00407
alpha-hydroxymetoprolol,5428,Xenobiotics,Drug - Cardiovascular,54738,LC/MS Pos Early,100006385,2900,284.1856,114962,56392-16-6,,HMDB60994
alpha-ketoglutaramate*,45,Amino Acid,Glutamate Metabolism,62101,LC/MS Polar,100002397,1916,144.0302,48,18465-19-5,,
alpha-ketoglutarate,1399,Energy,TCA Cycle,528,LC/MS Neg,93,616.8,145.0143,51,305-72-6;328-50-7;22202-68-2,C00026,HMDB00208
alpha-tocopherol,4257,Cofactors and Vitamins,Tocopherol Metabolism,1561,LC/MS Pos Late,1105,2522,430.3782,14985,59-02-9;10191-41-0,C02477,HMDB01893
alpha-tocopherol acetate,4258,Cofactors and Vitamins,Tocopherol Metabolism,38288,LC/MS Pos Late,100002328,2702,490.4255,2117,7695-31-2,C13202,HMDB34227
alpha-tocotrienol,4263,Cofactors and Vitamins,Tocopherol Metabolism,37502,LC/MS Pos Late,100001979,1986,424.3336,5282347,58864-81-6,C14153,HMDB06327
amlodipine,5435,Xenobiotics,Drug - Cardiovascular,53247,LC/MS Pos Late,100006186,1015,409.1525,2162,88150-42-9,"C06825,D00615,D02914,D07450",HMDB05018
"androstenediol (3alpha, 17alpha) monosulfate (2)",3277,Lipid,Androgenic Steroids,37207,LC/MS Neg,100002026,4712,369.1741,,,,
"androstenediol (3beta,17beta) disulfate (1)",3273,Lipid,Androgenic Steroids,37202,LC/MS Neg,100001992,3740,224.0618,87120982,,C04295,HMDB03818
"androstenediol (3beta,17beta) disulfate (2)",3274,Lipid,Androgenic Steroids,37203,LC/MS Neg,100001994,4065,224.0624,,,,
"androstenediol (3beta,17beta) monosulfate (1)",3270,Lipid,Androgenic Steroids,37211,LC/MS Neg,100002028,4535,369.1741,13847309,521-17-5,,HMDB03818
"androstenediol (3beta,17beta) monosulfate (2)",3271,Lipid,Androgenic Steroids,37210,LC/MS Neg,100002029,4500,369.1741,,,,
androsterone glucuronide,3250,Lipid,Androgenic Steroids,61846,LC/MS Neg,100002761,4953,465.2494,114833,1852-43-3,C11135,HMDB02829
androsterone sulfate,3260,Lipid,Androgenic Steroids,31591,LC/MS Neg,100001073,5022,369.1741,159663,2479-86-9,,HMDB02759
anserine,84,Amino Acid,Histidine Metabolism,15747,LC/MS Pos Early,100000044,2924,241.1295,112072,10030-52-1,C01262,HMDB00194
anthranilate,264,Amino Acid,Tryptophan Metabolism,4970,LC/MS Pos Early,1258,2606,138.055,227,118-92-3,C00108,HMDB01123
apigenin,4606,Xenobiotics,Food Component/Plant,21189,LC/MS Neg,100000935,3845,269.0455,5280443,520-36-5,C01477,HMDB02124
apigenin sulfate (1),4609,Xenobiotics,Food Component/Plant,63079,LC/MS Neg,100021290,3265,349.0024,129853325,,,
apiin,4687,Xenobiotics,Food Component/Plant,38174,LC/MS Neg,100002270,3720,563.1406,16211399,26544-34-3,C04858,
arabinose,1227,Carbohydrate,Pentose Metabolism,575,LC/MS Polar,828,1804.5,195.051,66308,28697-53-2,C00216,HMDB00646
arabitol/xylitol,1235,Carbohydrate,Pentose Metabolism,48885,LC/MS Polar,100006430,1932.4,151.0612,,,,
arabonate/xylonate,1241,Carbohydrate,Pentose Metabolism,48255,LC/MS Polar,100006115,2700,165.0405,,,,
arachidate (20:0),1468,Lipid,Long Chain Saturated Fatty Acid,1118,LC/MS Neg,893,6240,311.2956,10467,506-30-9,C06425,HMDB02212
arachidonate (20:4n6),1524,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1110,LC/MS Neg,229,5535,303.233,444899,506-32-1,C00219,HMDB01043
arachidonoyl ethanolamide,2096,Lipid,Endocannabinoid,32463,LC/MS Pos Late,1488,1560,348.2897,5281969,94421-68-8,C11695,HMDB04080
arachidoyl ethanolamide (20:0)*,2114,Lipid,Endocannabinoid,57532,LC/MS Pos Late,100015853,1941,356.3523,3787294,,,
arachidoylcarnitine (C20)*,1811,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",57513,LC/MS Pos Late,100015833,1512,456.4047,,,,HMDB06460
argininate*,490,Amino Acid,Urea cycle; Arginine and Proline Metabolism,57461,LC/MS Pos Early,100002769,2150,176.103,160437,157-07-3,,HMDB03148
arginine,451,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1638,LC/MS Pos Early,231,2825,175.119,232,1119-34-2,C00062,HMDB00517
argininosuccinate,452,Amino Acid,Urea cycle; Arginine and Proline Metabolism,15497,LC/MS Pos Early,232,2745,291.1299,16950,156637-58-0,C03406,HMDB00052
ascorbic acid 2-sulfate,4246,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,63590,LC/MS Polar,100009329,3042,254.9816,86484,,,
ascorbic acid 3-sulfate*,4247,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,63687,LC/MS Polar,100020409,2025,254.9815,11425365,,,
asmol,5697,Xenobiotics,Drug - Respiratory,42588,LC/MS Pos Early,100003966,2722,240.1594,2083,18559-94-9,D02147,HMDB01937
asparagine,40,Amino Acid,Alanine and Aspartate Metabolism,512,LC/MS Pos Early,917,1225,133.0608,6267,70-47-3,C00152,HMDB00168
aspartate,36,Amino Acid,Alanine and Aspartate Metabolism,443,LC/MS Pos Early,234,1165,134.0448,5960,56-84-8,C00049,HMDB00191
astaxanthin,4330,Cofactors and Vitamins,Vitamin A Metabolism,38652,LC/MS Pos Late,100002751,1605,597.3938,5281224,472-61-7,C08580,HMDB02204
atenolol,5431,Xenobiotics,Drug - Cardiovascular,38658,LC/MS Pos Early,100002726,2668,267.1703,2249,29122-68-7,D00235,HMDB01924
atorvastatin (lipitor),5546,Xenobiotics,Drug - Metabolic,38619,LC/MS Neg,100002802,5101,557.2457,60823,134523-03-8,D00887,HMDB05006
atorvastatin lactone,5547,Xenobiotics,Drug - Metabolic,47878,LC/MS Pos Late,100005940,1190,541.2497,6483036,125995-03-1,,
azelate (C9-DC),1630,Lipid,"Fatty Acid, Dicarboxylate",18362,LC/MS Neg,2029,1276,187.0976,2266,123-99-9,C08261,HMDB00784
behenoyl ethanolamide (22:0)*,2115,Lipid,Endocannabinoid,57534,LC/MS Pos Late,100015854,2164,384.3836,3023585,,,
behenoyl sphingomyelin (d18:1/22:0)*,3019,Lipid,Sphingomyelins,48492,LC/MS Pos Late,100006294,3250,787.6688,44260125,,,HMDB12103
behenoylcarnitine (C22)*,1812,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",57514,LC/MS Pos Late,100015832,1561,484.436,,,,
benzoate,4371,Xenobiotics,Benzoate Metabolism,15778,LC/MS Neg,100000008,1750,121.0295,243,65-85-0,C00180,HMDB01870
berberine,5020,Xenobiotics,Food Component/Plant,38626,LC/MS Pos Late,100002774,795,336.123,,633-66-9,,
beta-alanine,4145,Nucleotide,"Pyrimidine Metabolism, Uracil containing",55,LC/MS Pos Early,244,1905,90.055,239,56-41-7;107-95-9,C00099,HMDB00056
beta-citrylglutamate,55,Amino Acid,Glutamate Metabolism,54923,LC/MS Neg,100003271,530,320.0623,72715786,73590-26-8,C20775,
beta-cryptoxanthin,4331,Cofactors and Vitamins,Vitamin A Metabolism,57591,LC/MS Pos Late,100001977,2560,552.4326,6384256,472-70-8,,HMDB33844
beta-guanidinopropanoate,4694,Xenobiotics,Food Component/Plant,35101,LC/MS Pos Early,100001411,2145,132.0768,67701,353-09-3,C03065,HMDB13222
beta-hydroxyisovalerate,338,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",12129,LC/MS Polar,1442,1149.8,117.0557,69362,625-08-1,,HMDB00754
beta-hydroxyisovaleroylcarnitine,339,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35433,LC/MS Pos Early,100001594,2584,262.1649,,99159-87-2,,
beta-sitosterol,3131,Lipid,Sterol,27414,LC/MS Pos Late,100001033,3054,397.3829,222284,83-46-5,C01753,HMDB00852
betaine,7,Amino Acid,"Glycine, Serine and Threonine Metabolism",3141,LC/MS Pos Early,799,1064,118.0863,247,107-43-7,C00719,HMDB00043
"bilirubin (E,E)*",4305,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,32586,LC/MS Pos Late,100001950,1045,585.2708,5315454,,,
"bilirubin (E,Z or Z,E)*",4306,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,47886,LC/MS Pos Late,100001951,1265,585.2708,5799469,,,HMDB00488
bilirubin,4304,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,43807,LC/MS Pos Late,1090,1840,585.2708,5280352,635-65-4,C00486,HMDB00054
"bilirubin degradation product, C16H18N2O5 (1)",6110,Partially Characterized Molecules,Partially Characterized Molecules,64403,LC/MS Neg,100022003,3098,317.1143,,,,
"bilirubin degradation product, C16H18N2O5 (2)",6111,Partially Characterized Molecules,Partially Characterized Molecules,64404,LC/MS Neg,100022004,3204,317.1143,,,,
"bilirubin degradation product, C16H18N2O5 (3)",6117,Partially Characterized Molecules,Partially Characterized Molecules,64414,LC/MS Neg,100022014,3354,317.1143,,,,
"bilirubin degradation product, C16H18N2O5 (4)",6118,Partially Characterized Molecules,Partially Characterized Molecules,64415,LC/MS Neg,100022015,3428,317.1143,,,,
"bilirubin degradation product, C17H18N2O4 (1)",6112,Partially Characterized Molecules,Partially Characterized Molecules,64409,LC/MS Neg,100022005,4633,313.1194,,,,
"bilirubin degradation product, C17H18N2O4 (2)",6113,Partially Characterized Molecules,Partially Characterized Molecules,64407,LC/MS Neg,100022006,4793,313.1194,,,,
"bilirubin degradation product, C17H18N2O4 (3)",6114,Partially Characterized Molecules,Partially Characterized Molecules,64408,LC/MS Neg,100022007,4906,313.1194,,,,
"bilirubin degradation product, C17H20N2O5 (1)",6115,Partially Characterized Molecules,Partially Characterized Molecules,64405,LC/MS Neg,100022008,3756,331.1299,,,,
"bilirubin degradation product, C17H20N2O5 (2)",6116,Partially Characterized Molecules,Partially Characterized Molecules,64406,LC/MS Neg,100022009,3890,331.1299,,,,
biliverdin,4307,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,2137,LC/MS Pos Late,250,1016,583.2551,5353439,55482-27-4;55482-27-4,C00500,HMDB01008
biocytin,4282,Cofactors and Vitamins,Biotin Metabolism,42971,LC/MS Pos Early,100004272,2625,373.1904,7098660;83814,576-19-2,,
biopterin,4286,Cofactors and Vitamins,Tetrahydrobiopterin Metabolism,12358,LC/MS Neg,1548,1398,236.0789,445040,22150-76-1,C06313,HMDB00468
biotin,4281,Cofactors and Vitamins,Biotin Metabolism,568,LC/MS Pos Early,251,2253,245.0955,171548,58-85-5,C00120,HMDB00030
branched chain 14:0 dicarboxylic acid,1644,Lipid,"Fatty Acid, Dicarboxylate",63191,LC/MS Neg,100021374,3849,257.1758,,,,
"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*",6097,Partially Characterized Molecules,Partially Characterized Molecules,63615,LC/MS Neg,100021666,4805,169.1234,,,,
brilliant blue FCF (blue 1),5876,Xenobiotics,Chemical,43434,LC/MS Neg,100004314,4362,249.0507,109671,3844-45-9,,
bufotenine,4696,Xenobiotics,Food Component/Plant,41609,LC/MS Pos Early,100003734,2564,205.1335,10257,487-93-4,C08299,HMDB41842
butyrate/isobutyrate (4:0),1438,Lipid,Short Chain Fatty Acid,40605,LC/MS Neg,1143,1062,87.0452,264,109-92-6,C00246,HMDB00039
butyrylcarnitine (C4),1719,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),32412,LC/MS Pos Early,100001054,2860,232.1543,439829,25576-40-3,C02862,HMDB02013
butyrylglycine (C4),1720,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),31850,LC/MS Neg,100001151,1470,144.0666,88412,20208-73-5,,HMDB00808
butyrylputrescine/isobutyrylputrescine,508,Amino Acid,Polyamine Metabolism,64281,LC/MS Pos Early,100021922,2798,159.1492,,,,
C-glycosyltryptophan,251,Amino Acid,Tryptophan Metabolism,48782,LC/MS Neg,100006379,1777,365.1354,10981970,180509-18-6,,
cadaverine,131,Amino Acid,Lysine Metabolism,15308,LC/MS Pos Early,100000110,3036,103.123,273,462-94-2;1476-39-7,C01672,HMDB02322
caffeate,4697,Xenobiotics,Food Component/Plant,21177,LC/MS Neg,100000914,1165,179.035,689043,331-39-5,C01197,HMDB01964
caffeic acid sulfate,5055,Xenobiotics,Food Component/Plant,53254,LC/MS Neg,100009337,870,258.9918,,,,HMDB41708
caffeine,4479,Xenobiotics,Xanthine Metabolism,569,LC/MS Pos Early,849,2106,195.0877,2519,58-08-2,C07481,HMDB01847
calystegine A3,4704,Xenobiotics,Food Component/Plant,63338,LC/MS Pos Early,100021333,2000,160.0968,4486820,131580-36-4,,HMDB38593
campesterol,3134,Lipid,Sterol,33997,LC/MS Pos Late,100001269,2873,383.3672,173183,474-62-4,C01789,HMDB02869
caprate (10:0),1445,Lipid,Medium Chain Fatty Acid,1642,LC/MS Neg,888,5090.7,171.1391,2969,334-48-5,C01571,HMDB00511
caproate (6:0),1440,Lipid,Medium Chain Fatty Acid,32489,LC/MS Neg,926,2713.7,115.0765,8892,142-62-1,C01585,HMDB00535
caprylate (8:0),1442,Lipid,Medium Chain Fatty Acid,32492,LC/MS Neg,932,4362,143.1078,379,124-07-2,C06423,HMDB00482
carboxy-methyl-arginine,469,Amino Acid,Urea cycle; Arginine and Proline Metabolism,64071,LC/MS Pos Early,100021052,2778,233.1244,,18416-86-9,,HMDB39111
carboxyethyl-GABA,57,Amino Acid,Glutamate Metabolism,40007,LC/MS Pos Early,100003260,2085,176.0917,2572,908055,,HMDB02201
carboxyibuprofen,5204,Xenobiotics,"Drug - Analgesics, Anesthetics",43333,LC/MS Neg,100004171,1920,235.0976,10444113,15935-54-3,,HMDB60564
cardol triene,4596,Xenobiotics,Food Component/Plant,64148,LC/MS Neg,100021244,5710,313.2173,,79473-24-8,,
carnitine,1872,Lipid,Carnitine Metabolism,15500,LC/MS Pos Early,100000007,1978,162.1125,10917,461-05-2,C00318,HMDB00062
carnosine,81,Amino Acid,Histidine Metabolism,1768,LC/MS Polar,249,3578.3,225.0993,439224,305-84-0,C00386,HMDB00033
carotene diol (1),4327,Cofactors and Vitamins,Vitamin A Metabolism,57635,LC/MS Pos Late,100015966,1720,568.4276,,,,
carotene diol (2),4328,Cofactors and Vitamins,Vitamin A Metabolism,57636,LC/MS Pos Late,100015967,1904,568.4279,,,,
carotene diol (3),4329,Cofactors and Vitamins,Vitamin A Metabolism,57637,LC/MS Pos Late,100015968,1948,568.4279,,,,
catechin,4574,Xenobiotics,Food Component/Plant,17668,LC/MS Pos Early,2068,1780,291.0863,9064,18829-70-4;225937-10-0,C06562,HMDB02780
catechol,4390,Xenobiotics,Benzoate Metabolism,2092,LC/MS Neg,43,2509,109.0295,289,120-80-9,C00090,HMDB00957
catechol sulfate,4391,Xenobiotics,Benzoate Metabolism,35320,LC/MS Neg,100001605,1906,188.9863,3083879,4918-96-1,,HMDB59724
"ceramide (d16:1/24:1, d18:1/22:1)*",2965,Lipid,Ceramides,57437,LC/MS Pos Late,100015727,3850,620.5976,,,,
"ceramide (d18:1/14:0, d16:1/16:0)*",2961,Lipid,Ceramides,57432,LC/MS Pos Late,100015735,2477,510.4881,,,,
"ceramide (d18:1/17:0, d17:1/18:0)*",2962,Lipid,Ceramides,57434,LC/MS Pos Late,100015737,3055,552.5351,,,,
"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*",2964,Lipid,Ceramides,57440,LC/MS Pos Late,100015755,3920,594.582,,,,
"ceramide (d18:2/24:1, d18:1/24:2)*",2966,Lipid,Ceramides,57443,LC/MS Pos Late,100015744,3858,646.6133,,,,
cetirizine,5691,Xenobiotics,Drug - Respiratory,54745,LC/MS Pos Late,100009034,1052,389.1627,2678,83881-51-0,C07778,HMDB05032
chenodeoxycholate,3365,Lipid,Primary Bile Acid Metabolism,1563,LC/MS Neg,1123,5264,391.2854,10133,474-24-9;474-25-9,C02528,HMDB00518
chenodeoxycholic acid sulfate (1),3366,Lipid,Primary Bile Acid Metabolism,63607,LC/MS Neg,100021650,4531,235.1175,,,,
chenodeoxycholic acid sulfate (2),3367,Lipid,Primary Bile Acid Metabolism,63608,LC/MS Neg,100021651,4807,235.1175,,,,
chiro-inositol,2131,Lipid,Inositol Metabolism,37112,LC/MS Polar,100001859,3191.2,225.0616,,643-12-9,C19891,HMDB34220
chlorogenate,4710,Xenobiotics,Food Component/Plant,34120,LC/MS Neg,100001349,1732,353.0878,5315832,6001-76-9,,
chlorothiazide,5462,Xenobiotics,Drug - Cardiovascular,64188,LC/MS Polar,100021791,770,293.9415,,58-94-6,,
cholate,3362,Lipid,Primary Bile Acid Metabolism,22842,LC/MS Neg,136,5165,407.2803,221493,81-25-4,C00695,HMDB00619
cholate sulfate,3379,Lipid,Primary Bile Acid Metabolism,52973,LC/MS Neg,100006637,4557,243.1149,,,,
cholesterol,3104,Lipid,Sterol,63,LC/MS Pos Late,266,2707,369.3516,11025495,57-88-5,C00187,HMDB00067
cholic acid glucuronide,3380,Lipid,Primary Bile Acid Metabolism,62571,LC/MS Neg,100020549,4512,583.3124,,,,
choline,2159,Lipid,Phospholipid Metabolism,15506,LC/MS Pos Early,1256,1961,104.107,305,67-48-1,C00114,HMDB00097
phosphocholine,2160,Lipid,Phospholipid Metabolism,34396,LC/MS Pos Early,267,700,184.0733,1014,72556-74-2,C00588,HMDB01565
chrysin,4712,Xenobiotics,Food Component/Plant,40431,LC/MS Neg,100002958,4674,253.0506,5281607,480-40-0,C10028,HMDB36619
chrysoeriol,4713,Xenobiotics,Food Component/Plant,40474,LC/MS Neg,100002959,3870,299.0561,5280666,491-71-4,C04293,HMDB30667
ciliatine (2-aminoethylphosphonate),4714,Xenobiotics,Food Component/Plant,15125,LC/MS Pos Early,100000086,736,126.0315,339,2041-14-7,C03557,HMDB11747
cimetidine,5516,Xenobiotics,Drug - Gastrointestinal,42592,LC/MS Pos Early,100004011,2715,253.123,,51481-61-9,,
ciprofloxacin,5279,Xenobiotics,Drug - Antibiotic,57614,LC/MS Neg,100000687,2724,392.1263,4011971;2764,85721-33-1,C05349,
"cis-3,4-methyleneheptanoate",1594,Lipid,"Fatty Acid, Branched",64390,LC/MS Neg,100021727,3679,141.0921,,,,
"cis-3,4-methyleneheptanoylcarnitine",1862,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",64389,LC/MS Pos Late,100021728,845,286.2013,,,,
"cis-3,4-methyleneheptanoylglycine",1761,Lipid,Fatty Acid Metabolism (Acyl Glycine),64386,LC/MS Neg,100021992,3731,198.1136,,,,
cis-urocanate,77,Amino Acid,Histidine Metabolism,40410,LC/MS Polar,100003425,1195,137.0357,1549103,7699-35-6,,HMDB34174
citalopram propionate*,5630,Xenobiotics,Drug - Psychoactive,62479,LC/MS Neg,100020793,4400,310.0885,10403174,,C16610,HMDB60463
citalopram/escitalopram,5637,Xenobiotics,Drug - Psychoactive,40459,LC/MS Pos Late,100003444,908,325.1711,146570,219861-08-2,D07913,HMDB05028
citraconate/glutaconate,1414,Energy,TCA Cycle,47076,LC/MS Polar,100006438,2600,129.0194,,,,
citrate,1393,Energy,TCA Cycle,1564,LC/MS Neg,1124,582,191.0197,311,77-92-9,C00158,HMDB00094
